,date,year,week,cyclostat_level_Lugano,cyclostat_release_Lugano,cyclostat_inflow_Lugano,cyclostat_level_Lugano_1w,cyclostat_level_Lugano_4w,cyclostat_level_Lugano_8w,cyclostat_level_Lugano_12w,cyclostat_level_Lugano_16w,cyclostat_level_Lugano_24w,cyclostat_release_Lugano_1w,cyclostat_release_Lugano_4w,cyclostat_release_Lugano_8w,cyclostat_release_Lugano_12w,cyclostat_release_Lugano_16w,cyclostat_release_Lugano_24w,cyclostat_inflow_Lugano_1w,cyclostat_inflow_Lugano_4w,cyclostat_inflow_Lugano_8w,cyclostat_inflow_Lugano_12w,cyclostat_inflow_Lugano_16w,cyclostat_inflow_Lugano_24w,cyclostat_level_Maggiore,cyclostat_release_Maggiore,cyclostat_inflow_Maggiore,cyclostat_level_Maggiore_1w,cyclostat_level_Maggiore_4w,cyclostat_level_Maggiore_8w,cyclostat_level_Maggiore_12w,cyclostat_level_Maggiore_16w,cyclostat_level_Maggiore_24w,cyclostat_release_Maggiore_1w,cyclostat_release_Maggiore_4w,cyclostat_release_Maggiore_8w,cyclostat_release_Maggiore_12w,cyclostat_release_Maggiore_16w,cyclostat_release_Maggiore_24w,cyclostat_inflow_Maggiore_1w,cyclostat_inflow_Maggiore_4w,cyclostat_inflow_Maggiore_8w,cyclostat_inflow_Maggiore_12w,cyclostat_inflow_Maggiore_16w,cyclostat_inflow_Maggiore_24w
10,2000-03-31,2000,13,-0.09171250000002829,-5.183831597222223,2.7539288194465534,-0.10821562500001392,-0.0897248214285696,-0.06616656746031897,-0.05028141233765899,-0.05028141233765899,-0.05028141233765899,-5.2837757161458345,-6.754017476438494,-6.580203114321539,-6.289422652022457,-6.289422652022457,-6.289422652022457,-2.340720160590855,-6.627280125248339,-7.005919403108507,-7.047589340954192,-7.047589340954192,-7.047589340954192,-0.578875,-52.36375000000001,-18.92610868033219,-0.57396875,-0.5734946428571428,-0.5091116071428572,-0.41301907467532467,-0.41301907467532467,-0.41301907467532467,-48.45375,-46.63128571428572,-31.248908730158732,-20.652516233766235,-20.652516233766235,-20.652516233766235,-29.80587550508801,-45.09683990440442,-38.10360539171869,-34.86024113029715,-34.86024113029715,-34.86024113029715
11,2000-04-08,2000,14,0.022224999999991724,-5.061389409722228,2.1264578124985256,-0.03474375000001828,-0.07709232142857445,-0.06349920634920636,-0.04423921130952143,-0.04423921130952143,-0.04423921130952143,-5.122610503472226,-6.850693153521829,-6.940554975818454,-6.1870865484974376,-6.1870865484974376,-6.1870865484974376,2.4401933159725395,-4.953877677331386,-6.365486771453468,-6.2830854114997985,-6.2830854114997985,-6.2830854114997985,-0.42437500000000006,-77.95374999999999,-23.649757867484823,-0.501625,-0.5524196428571428,-0.536281746031746,-0.41396540178571434,-0.41396540178571434,-0.41396540178571434,-65.15875,-57.0390357142857,-44.46061011904763,-25.42761904761905,-25.42761904761905,-25.42761904761905,-21.287933273908507,-41.22969991322047,-41.83941805845176,-33.92603419172946,-33.92603419172946,-33.92603419172946
12,2000-04-16,2000,15,0.09517187499994861,10.857370768229167,16.932728841145934,0.05869843749997017,-0.04261044642859133,-0.048548164682548155,-0.033515281593408344,-0.033515281593408344,-0.033515281593408344,2.8979906792534695,-3.145735492931549,-5.113841315999781,-4.875974447210776,-4.875974447210776,-4.875974447210776,9.52959332682223,0.4557175700645537,-3.862947253224443,-4.497253545911666,-4.497253545911666,-4.497253545911666,-0.166875,-85.6265625,67.45750337463701,-0.295625,-0.46944464285714294,-0.5075595238095238,-0.39495844780219785,-0.39495844780219785,-0.39495844780219785,-81.79015625,-64.64684821428571,-54.922172619047615,-30.058307005494505,-30.058307005494505,-30.058307005494505,21.903872753576096,-15.85243881519313,-32.185880990908316,-26.127300532778193,-26.127300532778193,-26.127300532778193
13,2000-04-24,2000,17,0.2096375000000421,53.66248359374999,57.79408081597425,0.15240468749999536,0.022120624999990922,-0.021867609126988756,-0.019820089285714788,-0.016147225765304744,-0.016147225765304744,32.25992718098958,9.778182703993052,1.3597698047563904,-0.20628052359966575,-0.6946560157135784,-0.6946560157135784,37.36340482856009,14.434365429687398,3.013133003334557,0.515974151738165,-0.04787252006267195,-0.04787252006267195,0.40912500000000007,248.32125000000002,354.05019899086597,0.12112500000000004,-0.2660125000000001,-0.4101289682539683,-0.36264594780219783,-0.3375239158163265,-0.3375239158163265,81.34734375000001,-2.4333124999999995,-26.11161706349207,-12.135518543956039,-10.174052933673469,-10.174052933673469,210.75385118275148,67.64923869756842,9.194504172425265,3.167220888700731,1.028235147482105,1.028235147482105
14,2000-05-02,2000,18,0.15817500000002838,12.142051736111114,13.967312152776035,0.18390625000003524,0.0786993749999965,0.004065029761906974,-0.008483825549450767,-0.004525744047615869,-0.004525744047615869,32.90226766493055,13.283337018229165,4.203381034019508,0.9522068199595533,0.1611245010747344,0.1611245010747344,35.88069648437514,18.714901688368258,6.409353221794782,2.135946538032168,0.8864731247932418,0.8864731247932418,0.4962500000000001,261.57375,276.37765949186286,0.4526875000000001,-0.05294999999999998,-0.28370535714285716,-0.3282984203296703,-0.2819389880952381,-0.2819389880952381,254.94750000000002,58.7901875,12.573139880952384,5.005731456043957,7.942467261904763,7.942467261904763,315.21392924136444,131.06189906190974,49.86126716309544,25.48485811264714,19.384863437107487,19.384863437107487
15,2000-05-10,2000,19,0.10803571428573377,10.201419518849185,-0.5318394097217762,0.13310535714288108,0.11864901785714892,0.020617609126986736,-3.6366758238797884e-05,0.002509347098218484,0.002509347098218484,11.17173562748015,16.360387241443448,5.845539983258923,1.8767946795825665,0.788642939685638,0.788642939685638,6.717736371527129,18.05774804253459,7.043654890390835,2.3748385736225557,0.7978285913860539,0.7978285913860539,0.18924999999999992,167.72916666679623,-9.237815866564006,0.34275,0.100675,-0.2038164682539682,-0.2999065934065934,-0.25248967633928565,-0.25248967633928565,214.65145833339812,102.80877083335926,34.0891583994853,14.75785485348982,17.92913597471048,17.92913597471048,133.56992181264943,132.9995576246634,53.611005158299946,24.007137189595078,17.59594598062802,17.59594598062802
16,2000-05-18,2000,20,0.046906250000006366,15.640331271701392,18.089929796007333,0.07747098214287007,0.12358526785715185,0.03441135912698377,0.006601614010990558,0.005120929621853065,0.005120929621853065,12.920875395275289,20.50073137772817,8.435289850639325,3.509362636647204,1.6622716650983294,1.6622716650983294,8.779045193142778,21.250442439236355,10.177563467262068,4.196381390462758,1.8150110151873056,1.8150110151873056,0.09114062499999998,126.55039062499998,162.31925473812026,0.14019531249999995,0.203778125,-0.1290508432539682,-0.26017462225274723,-0.23227612920168061,-0.23227612920168061,147.1397786458981,143.70959895835924,53.43781291337419,23.836538747720592,24.31862154237457,24.31862154237457,76.54071943577813,170.1933601457844,78.24967814203549,37.987412956623864,26.10908178989227,26.10908178989227
17,2000-05-26,2000,21,0.019812500000057298,2.0187622395833316,-2.8132256076392395,0.03335937500003183,0.10851339285717358,0.04928139880953116,0.010470844780225154,0.00442754726891374,0.0059371279761977445,8.829546755642362,18.733009671999003,9.877053142912253,4.018499462234811,2.1953481152617274,1.682076697014163,7.638352094184047,17.301251549479325,11.209333786651039,4.29464415087949,2.083520053177559,1.5578867583636087,0.11332500000000001,-21.31906250000003,-39.71689755310234,0.10223281249999999,0.25981812500000007,-0.048899652777777775,-0.21547654532967034,-0.22496657037815126,-0.21307606646825392,52.615664062499974,156.57109895835924,58.04085358797735,23.040745478489814,22.163088454139274,21.783194651131534,61.30117859250896,148.75847996023654,80.8875993664621,36.345595258626474,25.34800425667213,22.45208293750368
18,2000-06-03,2000,22,0.05659999999994625,-2.8477388020833345,1.3703102430542629,0.038206250000001774,0.07790589285715441,0.06942792658730292,0.02061074862637742,0.007121454831934336,0.008603594924816087,-0.4144882812500015,7.430965192832337,10.158828813244043,4.8340925795558585,2.199497816913221,1.4436653549563998,-0.7214576822924883,6.016497434895323,12.187742607060208,5.67687338598874,2.581322353889339,1.5480143101894326,0.05882500000000013,-111.0628125,-147.76410570329904,0.08607500000000007,0.18975812500000003,0.020865625000000023,-0.16160058379120879,-0.22443169642857141,-0.19876548402255634,-66.19093750000002,84.69428645835924,50.64984664353292,21.158149324643663,13.351305365903977,14.791299537914085,-93.74050162820069,48.39561902140355,68.98999232496709,31.873218467924133,17.464917122327506,13.493336166935116
19,2000-06-11,2000,23,0.049203125000019554,-0.5583182508680586,0.15799034288209413,0.0529015624999829,0.05611151785715265,0.0850852182539749,0.02754464285714693,0.01012053571428971,0.010633571428576261,-1.7030285264756966,4.890891195436503,10.672774740616727,5.143299715974125,2.2736098407592173,1.343566174665177,0.7641502929681785,3.2546330729165347,11.899304998553045,6.169069137524767,2.804582719493981,1.4785131118240655,0.04237500000000005,-54.00019531250001,-71.96379340270528,0.05060000000000009,0.09898312500000002,0.0898934027777778,-0.11759096840659336,-0.2113600052521008,-0.1867084598214285,-82.53150390625001,21.57949739585923,50.468019386588466,18.997749685220587,7.765907847521625,11.35172479539338,-109.86394955300216,-21.27267155751008,63.09691624470341,29.644115731054853,12.645131855514679,9.220479688453096
20,2000-06-19,2000,25,0.03581250000002001,-7.5920359375,-7.863248784722277,0.04250781250001978,0.041666875000009894,0.08659494047620026,0.03624079670329978,0.01454406512605414,0.011832568027216439,-4.0751770941840295,1.332200104166666,10.391591793085864,5.149098300375836,2.1554343250320938,0.9180613121811209,-3.8526292209200914,1.7883511979164346,10.789337598861847,6.342299799917958,2.6708696629171005,1.0336673072266207,-0.09596250000000006,-85.67578125,-30.84839149044427,-0.026793750000000005,0.04194062500000002,0.12638368055555554,-0.08022269917582413,-0.19198279936974788,-0.18238722363945573,-69.83798828125,-29.101492187500014,49.61001591436624,16.067881896759047,2.2245383622275066,6.731367364660362,-51.406092446574775,-25.594786682286134,62.29706806437457,31.84260885605911,11.973128252150548,7.312438203743698
21,2000-06-27,2000,26,0.04014999999998281,-6.361977951388889,-5.095615104164844,0.03798125000000141,0.040315625000005184,0.08048139880953739,0.048099862637365313,0.018699212184876215,0.013119724025978547,-6.977006944444445,-3.06826174045139,8.478330824239414,5.502569795720768,2.051789533365427,0.5871504365643022,-6.479431944443561,-2.8487577821180006,8.341743827160649,6.881033905916046,2.6117535681460353,0.7550635612542813,0.04623750000000004,-70.09109375025173,-77.767615934329,-0.02486250000000001,0.03296000000000003,0.15006284722222224,-0.02989399038461537,-0.16174824054621847,-0.17199519074675318,-77.88343750012586,-68.42978906255036,51.336179108782716,15.502907652234189,-1.2529524466108275,3.23943731398254,-54.308003712386636,-73.61216081677598,46.16094369671168,30.74188367441395,8.47934304890391,3.4451630156494844
22,2000-07-05,2000,27,0.034589285714275775,-3.1336865079365115,-1.860249007937897,0.03736964285712929,0.04327098214284888,0.061031597222230026,0.0603543269230788,0.025158508403364976,0.014053183229817556,-4.7478322296627,-4.098751489955359,2.1676452573853586,5.675649282423302,2.658657934501923,0.4253749172381799,-3.4779320560513707,-2.6581624621777324,1.713484957837077,7.30988930073838,3.4787194978771,0.641354319115491,0.02660714285714283,-15.773214285714289,-35.58142557120388,0.036422321428571436,0.015616428571428597,0.1075608630952381,0.01592675137362639,-0.122444143907563,-0.16336030667701856,-42.93215401798301,-67.3206194196932,21.992349743703357,17.716025784102325,2.9126856836412673,2.4128002879087647,-56.67452075276644,-72.78506642039629,2.868540967592812,31.134515732770865,11.658271393195967,1.7483548162210771
23,2000-07-13,2000,28,0.07600000000002183,7.423640842013896,11.845298828126012,0.0552946428571488,0.04715098214286399,0.05190104166667374,0.0732552884615442,0.03203718487395356,0.016634300595242735,2.144977167038692,-2.0444755611359127,1.6433773802634457,6.645454854672233,3.364637456050126,0.7169693307705013,4.992524910094057,-0.5631647451633824,1.4777056995426296,8.009225455252185,4.542593218771938,1.1081853403242627,-0.15500000000000003,-98.17656249999999,-78.88028683866432,-0.0641964285714286,-0.02714857142857143,0.03519975198412698,0.04853252060439561,-0.10040002626050418,-0.16301196056547618,-56.97488839285714,-64.74336941969321,-17.979907200741096,14.191963284102323,-1.3379944634175511,-1.7784231615874333,-57.2308562049341,-59.00830264746935,-36.60456418024354,26.52265587443762,9.546810862886568,-1.6111719193991476
24,2000-07-21,2000,29,0.023537499999974898,3.2607322916666703,-9.628275868054702,0.04976874999999836,0.04201785714285507,0.04251235119047831,0.07335625000000444,0.03796512605042073,0.01691042857143202,5.342186566840283,-1.280665452628967,0.8721899105764995,7.2856180624713796,4.007469798778884,0.818719849206348,1.1085114800356548,-2.5204179873507417,0.46699053750563796,7.105015172132706,4.5712386027589424,0.6787268919891042,-0.02399999999999991,-112.76875000000001,-124.30439917131832,-0.08949999999999997,-0.04042357142857143,0.01150530753968256,0.07933059752747254,-0.06759120273109243,-0.15745148214285712,-105.47265625,-76.4970803571932,-49.14634238594068,11.513886361025392,-5.172185639888138,-6.218036235123936,-101.59234300499132,-69.47642380119196,-49.38974010299402,18.77999115875812,5.7305992713678275,-6.518901009475915
25,2000-07-29,2000,30,0.15330000000000155,33.51756935763887,48.57950512152628,0.08841874999998822,0.06551535714285137,0.054333878968255554,0.07782764423077773,0.0536897058823543,0.02177842857143105,18.38915082465277,6.941255606398807,2.8585496979028857,9.028710261656743,6.623627254573702,2.4411641200396805,19.47561462673579,8.76813279389897,3.854721129229966,9.53938257831581,8.140571755915781,2.9170222669890973,0.15812500000000007,49.00749999999999,188.98908486273973,0.06706250000000008,0.0103939285714286,0.018948015873015905,0.10433059752747256,-0.022522925420168063,-0.15068898214285711,-31.88062500000001,-49.56042410719321,-57.762219122051796,21.870352707179244,1.401574864313542,-4.870736235123936,32.342342845710704,-25.50892853055516,-46.426425644702974,28.12857435015064,20.580438885231445,2.1118055645680713
26,2000-08-06,2000,31,0.08898437499999545,24.18807378472222,16.348068033854737,0.1211421874999985,0.0752822321428539,0.06201964285713757,0.06854663461538954,0.06626047794117754,0.024905660714287025,28.852821571180545,13.05126595362103,5.321806536251652,6.761447968654607,8.363144526326153,3.5254184206349186,32.46378657769051,13.056869421502887,5.9837537560626295,6.351227748922001,9.539597472061839,3.854638143105126,0.34453124999999996,10.709375000000023,7.591388147230134,0.251328125,0.07005267857142858,0.04463759920634923,0.09936184752747254,0.031217883403361357,-0.13889701785714284,29.858437500000008,-33.400330357142856,-54.203503844274,3.5925161687177103,4.651758687842951,-5.991861235123937,98.29023650498493,-8.437127714243331,-41.169949455777136,1.477896592947887,23.420264207412266,2.9655260672348946
27,2000-08-14,2000,33,0.04326250000002574,0.23629791666667188,0.7985120659710336,0.0661234375000106,0.0770168750000039,0.06053769841270196,0.059707211538466254,0.07420018382353366,0.026707410714288927,12.212185850694446,13.725262838541664,5.664477282779429,5.845620751774264,8.68197567420197,3.6075992435515856,8.573290049912885,13.588621636284675,5.920220625275604,5.338243126860078,9.424572957151515,4.032076060639842,0.37987499999999996,8.96875,-18.259105027878604,0.36220312499999996,0.14070625,0.08030982142857143,0.09040992445054946,0.08761494222689076,-0.11650826785714283,9.839062500000011,-28.451937499999996,-40.86666356649622,-15.838637677436141,8.259552805490012,-7.271173735123937,-5.333858440324235,-4.972663605578276,-26.78050493628598,-21.186469908570686,23.459499716380122,1.8362596207952402
28,2000-08-22,2000,34,0.02518750000001546,-6.179228645833332,-7.436324826388306,0.0342250000000206,0.06685437500000262,0.057869295634923726,0.053334271978026385,0.07437444852941741,0.029290410714288555,-2.97146536458333,11.004688940972219,5.0399316833388434,4.585570892952532,8.616220425018966,3.5837521845238083,-3.3189063802086363,9.732296905381808,5.076407828690004,4.807128864039576,8.862056331334642,3.9582281405009208,0.07112499999999994,19.642500000000013,-96.80151794419945,0.22549999999999995,0.18593125000000002,0.08350426587301588,0.081323385989011,0.11676200105042017,-0.09664826785714284,14.305625000000006,-4.888124999999997,-32.684141865107335,-27.229919728728156,14.000508687842954,-6.826573735123935,-57.530311486039025,-8.556909826685303,-29.540252107563106,-27.922139299158026,19.156455005985148,-1.2588278876425774
29,2000-08-30,2000,35,0.034785714285760605,-6.459380580357141,-5.8749162946435725,0.029986607142888033,0.06910401785715976,0.057755208333339345,0.052401923076930555,0.07082232142858282,0.03190133928571868,-6.319304613095237,9.060666366567457,5.1657822785769385,2.885593058178799,7.597587992749182,3.5093776210317444,-6.655620560515939,10.482968820064036,5.297333660920971,2.963679164758737,7.5204301468764365,3.8868571484374472,-0.25625,-3.516071428571422,-98.83482817406284,-0.09256250000000002,0.13948124999999997,0.06569454365079365,0.05460103021978023,0.11150464810924368,-0.08818826785714284,8.063214285714295,16.96241071428572,-23.555285218281934,-37.2350321943875,18.830537574397574,-6.5282665922667915,-97.81817305913114,-3.4629956272342044,-37.09430062796517,-48.0109149077875,9.374553150179276,-4.477290315439642
30,2000-09-07,2000,36,0.07514062500001728,-6.703192925347221,-6.172593967012862,0.05496316964288894,0.05347214285716291,0.0616430555555654,0.05665793269231209,0.06291074054622842,0.03791571428572069,-6.581286752852181,1.0165139099702394,5.127869503692681,2.214673430107218,4.046665844566992,3.779267877108133,-6.023755130828217,-0.4674509976437943,5.177669342826748,2.7052662140376893,3.7576845714066063,4.303900182291573,-0.5158515625000001,-36.00312500000001,-93.77093814600815,-0.38605078125000003,0.004685937499999948,0.0032402033730158683,0.006202833104395613,0.05709426207983194,-0.08315983035714285,-19.759598214285717,-0.03971428571427964,-19.767733134920633,-38.364575463618266,2.105574339103458,-4.504829092266792,-96.30288316003549,-60.01500022898379,-38.87244754037397,-52.168918030318714,-16.96786668140156,-4.64319954431322
31,2000-09-15,2000,37,0.048399999999958254,-9.907273090277778,-10.79141362846993,0.06177031249998777,0.04535526785715547,0.06317757936508567,0.05602716346154379,0.05645338760504782,0.04148921428571839,-8.3052330078125,-5.8025554650297595,4.375248772321428,1.6716323310153374,2.749646737132351,3.566097394469244,-8.482003797741395,-5.895347330108727,4.185317718323188,1.7697489931512125,2.3012889372156673,4.121865814236226,-0.694125,-135.745,-182.33647361127447,-0.60498828125,-0.20304531250000002,-0.07684114583333335,-0.05171639766483516,-0.01292779674369748,-0.08973483035714284,-85.87406250000001,-29.330589285714286,-33.09793154761904,-40.26320527131057,-21.266116837367136,-8.898029092266793,-138.05370587864132,-98.00057258068469,-55.1785639892707,-54.82833094631682,-43.95105098158611,-10.217240175828016
